Tagesgruppe;Linie;Richtung;Abfahrtszeit;Starthaltestelle;Geplant;Erhoben;Güteprüfung ok
Montag - Freitag Ferien;316200;1;20:45:00;Ditzingen;13;10;7
Montag - Freitag Ferien;316200;1;21:15:00;Ditzingen;13;11;9
Montag - Freitag Ferien;316200;1;21:45:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316200;1;22:45:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316200;1;23:45:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316200;1;24:45:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316200;1;25:40:00;Ditzingen;3;0;0
Montag - Freitag Schule;316200;1;05:27:00;Ditzingen;50;13;13
Montag - Freitag Schule;316200;1;05:57:00;Ditzingen;50;0;0
Montag - Freitag Schule;316200;1;06:27:00;Ditzingen;50;40;34
Montag - Freitag Schule;316200;1;06:57:00;Ditzingen;50;0;0
Montag - Freitag Schule;316200;1;07:27:00;Ditzingen;50;6;5
Montag - Freitag Schule;316200;1;07:57:00;Ditzingen;50;42;37
Montag - Freitag Schule;316200;1;08:27:00;Ditzingen;50;0;0
Montag - Freitag Schule;316200;1;08:57:00;Ditzingen;50;1;0
Montag - Freitag Schule;316200;1;09:27:00;Ditzingen;50;6;5
Montag - Freitag Schule;316200;1;09:57:00;Ditzingen;50;29;26
Montag - Freitag Schule;316200;1;10:27:00;Ditzingen;50;32;23
Montag - Freitag Schule;316200;1;10:57:00;Ditzingen;50;1;0
Montag - Freitag Schule;316200;1;11:27:00;Ditzingen;50;34;24
Montag - Freitag Schule;316200;1;11:57:00;Ditzingen;50;11;10
Montag - Freitag Schule;316200;1;12:27:00;Ditzingen;50;1;1
Montag - Freitag Schule;316200;1;12:57:00;Ditzingen;50;32;19
Montag - Freitag Schule;316200;1;13:27:00;Ditzingen;50;2;2
Montag - Freitag Schule;316200;1;13:57:00;Ditzingen;50;10;9
Montag - Freitag Schule;316200;1;14:27:00;Ditzingen;50;16;0
Montag - Freitag Schule;316200;1;14:57:00;Ditzingen;50;41;37
Montag - Freitag Schule;316200;1;15:27:00;Ditzingen;50;3;2
Montag - Freitag Schule;316200;1;15:57:00;Ditzingen;50;0;0
Montag - Freitag Schule;316200;1;16:27:00;Ditzingen;50;16;1
Montag - Freitag Schule;316200;1;16:57:00;Ditzingen;50;33;22
Montag - Freitag Schule;316200;1;17:27:00;Ditzingen;50;0;0
Montag - Freitag Schule;316200;1;17:57:00;Ditzingen;50;34;26
Montag - Freitag Schule;316200;1;18:27:00;Ditzingen;50;32;21
Montag - Freitag Schule;316200;1;18:57:00;Ditzingen;50;0;0
Montag - Freitag Schule;316200;1;19:27:00;Ditzingen;50;31;27
Montag - Freitag Schule;316200;1;19:57:00;Ditzingen;50;33;25
Montag - Freitag Schule;316200;1;20:15:00;Ditzingen;50;30;26
Montag - Freitag Schule;316200;1;20:45:00;Ditzingen;50;0;0
Montag - Freitag Schule;316200;1;21:15:00;Ditzingen;50;6;5
Montag - Freitag Schule;316200;1;21:45:00;Ditzingen;50;0;0
Montag - Freitag Schule;316200;1;22:45:00;Ditzingen;50;0;0
Montag - Freitag Schule;316200;1;23:45:00;Ditzingen;50;0;0
Montag - Freitag Schule;316200;1;24:45:00;Ditzingen;50;0;0
Montag - Freitag Schule;316200;1;25:40:00;Ditzingen;10;0;0
Samstag;316200;1;06:42:00;Ditzingen;12;4;3
Samstag;316200;1;07:42:00;Ditzingen;12;4;4
Samstag;316200;1;08:42:00;Ditzingen;12;4;4
Samstag;316200;1;09:42:00;Ditzingen;12;4;4
Samstag;316200;1;10:42:00;Ditzingen;12;4;3
Samstag;316200;1;11:42:00;Ditzingen;12;4;3
Samstag;316200;1;12:42:00;Ditzingen;12;4;3
Samstag;316200;1;13:42:00;Ditzingen;12;4;2
Samstag;316200;1;14:42:00;Ditzingen;12;4;4
Samstag;316200;1;15:42:00;Ditzingen;12;0;0
Samstag;316200;1;16:42:00;Ditzingen;12;0;0
Samstag;316200;1;17:42:00;Ditzingen;12;0;0
Samstag;316200;1;18:42:00;Ditzingen;12;0;0
Samstag;316200;1;19:42:00;Ditzingen;12;0;0
Samstag;316200;1;20:45:00;Ditzingen;12;0;0
Samstag;316200;1;21:45:00;Ditzingen;12;0;0
Samstag;316200;1;22:45:00;Ditzingen;12;0;0
Samstag;316200;1;23:45:00;Ditzingen;12;0;0
Samstag;316200;1;24:45:00;Ditzingen;12;0;0
Samstag;316200;1;25:40:00;Ditzingen;12;0;0
Sonn-/Feiertag;316200;1;07:45:00;Ditzingen;16;5;3
Sonn-/Feiertag;316200;1;08:45:00;Ditzingen;16;5;2
Sonn-/Feiertag;316200;1;09:45:00;Ditzingen;16;5;3
Sonn-/Feiertag;316200;1;10:45:00;Ditzingen;16;5;3
Sonn-/Feiertag;316200;1;11:45:00;Ditzingen;16;5;2
Sonn-/Feiertag;316200;1;12:45:00;Ditzingen;16;5;2
Sonn-/Feiertag;316200;1;13:45:00;Ditzingen;16;4;1
Sonn-/Feiertag;316200;1;14:45:00;Ditzingen;16;5;2
Sonn-/Feiertag;316200;1;15:45:00;Ditzingen;16;4;2
Sonn-/Feiertag;316200;1;16:45:00;Ditzingen;16;0;0
Sonn-/Feiertag;316200;1;17:45:00;Ditzingen;16;0;0
Sonn-/Feiertag;316200;1;18:45:00;Ditzingen;16;0;0
Sonn-/Feiertag;316200;1;19:45:00;Ditzingen;16;0;0
Sonn-/Feiertag;316200;1;20:45:00;Ditzingen;16;0;0
Sonn-/Feiertag;316200;1;21:45:00;Ditzingen;16;0;0
Sonn-/Feiertag;316200;1;22:45:00;Ditzingen;16;0;0
Sonn-/Feiertag;316200;1;23:45:00;Ditzingen;16;0;0
Sonn-/Feiertag;316200;1;24:45:00;Ditzingen;16;0;0
Sonn-/Feiertag;316200;1;25:40:00;Ditzingen;3;3;2
Montag - Freitag Ferien;316200;2;05:06:00;Weissach Marktplatz;13;0;0
Montag - Freitag Ferien;316200;2;05:45:00;Heimerdingen Wiesenäckerstraße;13;8;8
Montag - Freitag Ferien;316200;2;06:15:00;Heimerdingen Wiesenäckerstraße;13;0;0
Montag - Freitag Ferien;316200;2;06:45:00;Heimerdingen Wiesenäckerstraße;13;0;0
Montag - Freitag Ferien;316200;2;07:15:00;Heimerdingen Wiesenäckerstraße;13;12;12
Montag - Freitag Ferien;316200;2;07:45:00;Heimerdingen Wiesenäckerstraße;13;0;0
Montag - Freitag Ferien;316200;2;08:15:00;Heimerdingen Wiesenäckerstraße;13;9;9
Montag - Freitag Ferien;316200;2;08:45:00;Heimerdingen Wiesenäckerstraße;13;10;7
Montag - Freitag Ferien;316200;2;09:15:00;Heimerdingen Wiesenäckerstraße;13;0;0
Montag - Freitag Ferien;316200;2;09:45:00;Heimerdingen Wiesenäckerstraße;13;10;7
Montag - Freitag Ferien;316200;2;10:15:00;Heimerdingen Wiesenäckerstraße;13;3;3
Montag - Freitag Ferien;316200;2;10:45:00;Heimerdingen Wiesenäckerstraße;13;9;8
Montag - Freitag Ferien;316200;2;11:15:00;Heimerdingen Wiesenäckerstraße;13;1;1
Montag - Freitag Ferien;316200;2;11:45:00;Heimerdingen Wiesenäckerstraße;13;4;4
Montag - Freitag Ferien;316200;2;12:15:00;Heimerdingen Wiesenäckerstraße;13;1;1
Montag - Freitag Ferien;316200;2;12:45:00;Heimerdingen Wiesenäckerstraße;13;3;3
Montag - Freitag Ferien;316200;2;13:15:00;Heimerdingen Wiesenäckerstraße;13;7;7
Montag - Freitag Ferien;316200;2;13:45:00;Heimerdingen Wiesenäckerstraße;13;3;3
Montag - Freitag Ferien;316200;2;14:15:00;Heimerdingen Wiesenäckerstraße;13;1;1
Montag - Freitag Ferien;316200;2;14:45:00;Heimerdingen Wiesenäckerstraße;13;2;1
Montag - Freitag Ferien;316200;2;15:15:00;Heimerdingen Wiesenäckerstraße;13;0;0
Montag - Freitag Ferien;316200;2;15:45:00;Heimerdingen Wiesenäckerstraße;13;9;8
Montag - Freitag Ferien;316200;2;16:15:00;Heimerdingen Wiesenäckerstraße;13;9;7
Montag - Freitag Ferien;316200;2;16:45:00;Heimerdingen Wiesenäckerstraße;13;0;0
Montag - Freitag Ferien;316200;2;17:15:00;Heimerdingen Wiesenäckerstraße;13;0;0
Montag - Freitag Ferien;316200;2;17:45:00;Heimerdingen Wiesenäckerstraße;13;8;6
Montag - Freitag Ferien;316200;2;18:15:00;Heimerdingen Wiesenäckerstraße;13;0;0
Montag - Freitag Ferien;316200;2;18:45:00;Heimerdingen Wiesenäckerstraße;13;0;0
Montag - Freitag Ferien;316200;2;19:15:00;Heimerdingen Wiesenäckerstraße;13;10;9
Montag - Freitag Ferien;316200;2;19:45:00;Heimerdingen Wiesenäckerstraße;13;0;0
Montag - Freitag Ferien;316200;2;20:21:00;Heimerdingen Wiesenäckerstraße;13;9;9
Montag - Freitag Ferien;316200;2;20:51:00;Heimerdingen Wiesenäckerstraße;13;0;0
Montag - Freitag Ferien;316200;2;21:21:00;Heimerdingen Wiesenäckerstraße;13;9;8
Montag - Freitag Ferien;316200;2;22:21:00;Heimerdingen Wiesenäckerstraße;13;0;0
Montag - Freitag Ferien;316200;2;23:21:00;Heimerdingen Wiesenäckerstraße;13;0;0
Montag - Freitag Ferien;316200;2;24:21:00;Heimerdingen Wiesenäckerstraße;13;0;0
Montag - Freitag Ferien;316200;2;25:11:00;Heimerdingen Wiesenäckerstraße;3;1;1
Montag - Freitag Schule;316200;2;05:15:00;Heimerdingen Wiesenäckerstraße;50;33;31
Montag - Freitag Schule;316200;2;05:36:00;Weissach Marktplatz;50;0;0
Montag - Freitag Schule;316200;2;06:15:00;Heimerdingen Wiesenäckerstraße;50;0;0
Montag - Freitag Schule;316200;2;06:45:00;Heimerdingen Wiesenäckerstraße;50;45;34
Montag - Freitag Schule;316200;2;07:15:00;Heimerdingen Wiesenäckerstraße;50;0;0
Montag - Freitag Schule;316200;2;07:45:00;Heimerdingen Wiesenäckerstraße;50;6;3
Montag - Freitag Schule;316200;2;08:15:00;Heimerdingen Wiesenäckerstraße;50;40;31
Montag - Freitag Schule;316200;2;08:45:00;Heimerdingen Wiesenäckerstraße;50;0;0
Montag - Freitag Schule;316200;2;09:15:00;Heimerdingen Wiesenäckerstraße;50;3;2
Montag - Freitag Schule;316200;2;09:45:00;Heimerdingen Wiesenäckerstraße;50;7;3
Montag - Freitag Schule;316200;2;10:15:00;Heimerdingen Wiesenäckerstraße;50;34;30
Montag - Freitag Schule;316200;2;10:45:00;Heimerdingen Wiesenäckerstraße;50;34;21
Montag - Freitag Schule;316200;2;11:15:00;Heimerdingen Wiesenäckerstraße;50;1;0
Montag - Freitag Schule;316200;2;11:45:00;Heimerdingen Wiesenäckerstraße;50;31;22
Montag - Freitag Schule;316200;2;12:15:00;Heimerdingen Wiesenäckerstraße;50;11;10
Montag - Freitag Schule;316200;2;12:45:00;Heimerdingen Wiesenäckerstraße;50;1;1
Montag - Freitag Schule;316200;2;13:15:00;Heimerdingen Wiesenäckerstraße;50;33;19
Montag - Freitag Schule;316200;2;13:45:00;Heimerdingen Wiesenäckerstraße;50;2;2
Montag - Freitag Schule;316200;2;14:15:00;Heimerdingen Wiesenäckerstraße;50;32;15
Montag - Freitag Schule;316200;2;14:45:00;Heimerdingen Wiesenäckerstraße;50;16;1
Montag - Freitag Schule;316200;2;15:15:00;Heimerdingen Wiesenäckerstraße;50;38;30
Montag - Freitag Schule;316200;2;15:45:00;Heimerdingen Wiesenäckerstraße;50;3;3
Montag - Freitag Schule;316200;2;16:15:00;Heimerdingen Wiesenäckerstraße;50;0;0
Montag - Freitag Schule;316200;2;16:45:00;Heimerdingen Wiesenäckerstraße;50;15;2
Montag - Freitag Schule;316200;2;17:15:00;Heimerdingen Wiesenäckerstraße;50;34;22
Montag - Freitag Schule;316200;2;17:45:00;Heimerdingen Wiesenäckerstraße;50;0;0
Montag - Freitag Schule;316200;2;18:15:00;Heimerdingen Wiesenäckerstraße;50;29;23
Montag - Freitag Schule;316200;2;18:45:00;Heimerdingen Wiesenäckerstraße;50;33;26
Montag - Freitag Schule;316200;2;19:15:00;Heimerdingen Wiesenäckerstraße;50;0;0
Montag - Freitag Schule;316200;2;19:45:00;Heimerdingen Wiesenäckerstraße;50;28;26
Montag - Freitag Schule;316200;2;20:21:00;Heimerdingen Wiesenäckerstraße;50;37;25
Montag - Freitag Schule;316200;2;20:51:00;Heimerdingen Wiesenäckerstraße;50;35;31
Montag - Freitag Schule;316200;2;21:21:00;Heimerdingen Wiesenäckerstraße;50;0;0
Montag - Freitag Schule;316200;2;22:21:00;Heimerdingen Wiesenäckerstraße;50;0;0
Montag - Freitag Schule;316200;2;23:21:00;Heimerdingen Wiesenäckerstraße;50;0;0
Montag - Freitag Schule;316200;2;24:21:00;Heimerdingen Wiesenäckerstraße;50;0;0
Montag - Freitag Schule;316200;2;25:11:00;Heimerdingen Wiesenäckerstraße;10;0;0
Samstag;316200;2;06:00:00;Heimerdingen Wiesenäckerstraße;12;4;4
Samstag;316200;2;07:00:00;Heimerdingen Wiesenäckerstraße;12;4;4
Samstag;316200;2;08:00:00;Heimerdingen Wiesenäckerstraße;12;4;3
Samstag;316200;2;09:00:00;Heimerdingen Wiesenäckerstraße;12;4;4
Samstag;316200;2;10:00:00;Heimerdingen Wiesenäckerstraße;12;4;3
Samstag;316200;2;11:00:00;Heimerdingen Wiesenäckerstraße;12;4;3
Samstag;316200;2;12:00:00;Heimerdingen Wiesenäckerstraße;12;4;4
Samstag;316200;2;13:00:00;Heimerdingen Wiesenäckerstraße;12;4;3
Samstag;316200;2;14:00:00;Heimerdingen Wiesenäckerstraße;12;4;3
Samstag;316200;2;15:00:00;Heimerdingen Wiesenäckerstraße;12;4;4
Samstag;316200;2;16:00:00;Heimerdingen Wiesenäckerstraße;12;0;0
Samstag;316200;2;17:00:00;Heimerdingen Wiesenäckerstraße;12;0;0
Samstag;316200;2;18:00:00;Heimerdingen Wiesenäckerstraße;12;0;0
Samstag;316200;2;19:00:00;Heimerdingen Wiesenäckerstraße;12;0;0
Samstag;316200;2;20:00:00;Heimerdingen Wiesenäckerstraße;12;0;0
Samstag;316200;2;21:21:00;Heimerdingen Wiesenäckerstraße;12;0;0
Samstag;316200;2;22:21:00;Heimerdingen Wiesenäckerstraße;12;0;0
Samstag;316200;2;23:21:00;Heimerdingen Wiesenäckerstraße;12;0;0
Samstag;316200;2;24:21:00;Heimerdingen Wiesenäckerstraße;12;0;0
Samstag;316200;2;25:11:00;Heimerdingen Wiesenäckerstraße;12;0;0
Sonn-/Feiertag;316200;2;07:21:00;Heimerdingen Wiesenäckerstraße;16;5;2
Sonn-/Feiertag;316200;2;08:21:00;Heimerdingen Wiesenäckerstraße;16;5;3
Sonn-/Feiertag;316200;2;09:21:00;Heimerdingen Wiesenäckerstraße;16;5;2
Sonn-/Feiertag;316200;2;10:21:00;Heimerdingen Wiesenäckerstraße;16;5;3
Sonn-/Feiertag;316200;2;11:21:00;Heimerdingen Wiesenäckerstraße;16;5;3
Sonn-/Feiertag;316200;2;12:21:00;Heimerdingen Wiesenäckerstraße;16;5;2
Sonn-/Feiertag;316200;2;13:21:00;Heimerdingen Wiesenäckerstraße;16;4;1
Sonn-/Feiertag;316200;2;14:21:00;Heimerdingen Wiesenäckerstraße;16;5;2
Sonn-/Feiertag;316200;2;15:21:00;Heimerdingen Wiesenäckerstraße;16;5;2
Sonn-/Feiertag;316200;2;16:21:00;Heimerdingen Wiesenäckerstraße;16;0;0
Sonn-/Feiertag;316200;2;17:21:00;Heimerdingen Wiesenäckerstraße;16;0;0
Sonn-/Feiertag;316200;2;18:21:00;Heimerdingen Wiesenäckerstraße;16;0;0
Sonn-/Feiertag;316200;2;19:21:00;Heimerdingen Wiesenäckerstraße;16;0;0
Sonn-/Feiertag;316200;2;20:21:00;Heimerdingen Wiesenäckerstraße;16;0;0
Sonn-/Feiertag;316200;2;21:21:00;Heimerdingen Wiesenäckerstraße;16;0;0
Sonn-/Feiertag;316200;2;22:21:00;Heimerdingen Wiesenäckerstraße;16;0;0
Sonn-/Feiertag;316200;2;23:21:00;Heimerdingen Wiesenäckerstraße;16;0;0
Sonn-/Feiertag;316200;2;24:21:00;Heimerdingen Wiesenäckerstraße;16;0;0
Sonn-/Feiertag;316200;2;25:11:00;Heimerdingen Wiesenäckerstraße;3;3;3
Montag - Freitag Schule;316201;1;12:25:00;Ditzingen Glemsaue;50;0;0
Montag - Freitag Schule;316201;1;13:15:00;Ditzingen Glemsaue;60;1;0
Montag - Freitag Schule;316201;1;15:45:00;Ditzingen Glemsaue;40;31;13
Montag - Freitag Schule;316201;1;17:25:00;Ditzingen Glemsaue;40;19;7
Montag - Freitag Schule;316201;2;07:20:00;Heimerdingen Hemminger Straße;50;0;0
Montag - Freitag Schule;316201;2;07:20:00;Heimerdingen Wiesenäckerstraße;50;1;0
Montag - Freitag Schule;316201;2;08:15:00;Heimerdingen Wiesenäckerstraße;50;9;2
Montag - Freitag Ferien;316250;1;05:43:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;05:58:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;06:13:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;06:28:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;06:40:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;06:45:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;06:55:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;07:00:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;07:10:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;07:15:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;07:25:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;07:30:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;07:40:00;Ditzingen;13;2;2
Montag - Freitag Ferien;316250;1;07:45:00;Ditzingen;13;1;1
Montag - Freitag Ferien;316250;1;07:55:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;08:00:00;Ditzingen;13;7;6
Montag - Freitag Ferien;316250;1;08:10:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;08:15:00;Ditzingen;13;9;8
Montag - Freitag Ferien;316250;1;08:25:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;08:30:00;Ditzingen;13;8;7
Montag - Freitag Ferien;316250;1;08:40:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;08:45:00;Ditzingen;13;9;8
Montag - Freitag Ferien;316250;1;08:55:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;09:00:00;Ditzingen;13;4;4
Montag - Freitag Ferien;316250;1;09:10:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;11:58:00;Ditzingen;13;9;9
Montag - Freitag Ferien;316250;1;12:13:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;12:28:00;Ditzingen;13;7;7
Montag - Freitag Ferien;316250;1;12:43:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;12:58:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;13:13:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;13:28:00;Ditzingen;13;1;1
Montag - Freitag Ferien;316250;1;15:15:00;Ditzingen;13;1;1
Montag - Freitag Ferien;316250;1;15:20:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;15:30:00;Ditzingen;13;1;1
Montag - Freitag Ferien;316250;1;15:35:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;15:45:00;Ditzingen;13;1;1
Montag - Freitag Ferien;316250;1;15:50:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;16:00:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;16:05:00;Ditzingen;13;1;1
Montag - Freitag Ferien;316250;1;16:15:00;Ditzingen;13;1;1
Montag - Freitag Ferien;316250;1;16:20:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;16:30:00;Ditzingen;13;1;1
Montag - Freitag Ferien;316250;1;16:35:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;16:45:00;Ditzingen;13;1;1
Montag - Freitag Ferien;316250;1;16:50:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;17:00:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;17:05:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;17:15:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;17:20:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;17:30:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;17:35:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;17:45:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;17:50:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;18:02:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;18:17:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;18:32:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;18:47:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;19:02:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;19:17:00;Ditzingen;13;0;0
Montag - Freitag Ferien;316250;1;19:32:00;Ditzingen;13;0;0
Montag - Freitag Schule;316250;1;05:43:00;Ditzingen;50;0;0
Montag - Freitag Schule;316250;1;05:58:00;Ditzingen;50;0;0
Montag - Freitag Schule;316250;1;06:13:00;Ditzingen;50;0;0
Montag - Freitag Schule;316250;1;06:28:00;Ditzingen;50;0;0
Montag - Freitag Schule;316250;1;06:40:00;Ditzingen;50;8;7
Montag - Freitag Schule;316250;1;06:45:00;Ditzingen;50;1;0
Montag - Freitag Schule;316250;1;06:55:00;Ditzingen;50;9;7
Montag - Freitag Schule;316250;1;07:00:00;Ditzingen;50;0;0
Montag - Freitag Schule;316250;1;07:10:00;Ditzingen;50;9;7
Montag - Freitag Schule;316250;1;07:15:00;Ditzingen;50;0;0
Montag - Freitag Schule;316250;1;07:25:00;Ditzingen;50;9;8
Montag - Freitag Schule;316250;1;07:30:00;Ditzingen;50;0;0
Montag - Freitag Schule;316250;1;07:40:00;Ditzingen;50;10;8
Montag - Freitag Schule;316250;1;07:45:00;Ditzingen;50;0;0
Montag - Freitag Schule;316250;1;07:55:00;Ditzingen;50;9;8
Montag - Freitag Schule;316250;1;08:00:00;Ditzingen;50;0;0
Montag - Freitag Schule;316250;1;08:10:00;Ditzingen;50;9;8
Montag - Freitag Schule;316250;1;08:15:00;Ditzingen;50;0;0
Montag - Freitag Schule;316250;1;08:25:00;Ditzingen;50;9;8
Montag - Freitag Schule;316250;1;08:30:00;Ditzingen;50;0;0
Montag - Freitag Schule;316250;1;08:40:00;Ditzingen;50;9;6
Montag - Freitag Schule;316250;1;08:45:00;Ditzingen;50;25;22
Montag - Freitag Schule;316250;1;08:55:00;Ditzingen;50;9;8
Montag - Freitag Schule;316250;1;09:00:00;Ditzingen;50;25;22
Montag - Freitag Schule;316250;1;09:10:00;Ditzingen;50;9;8
Montag - Freitag Schule;316250;1;11:58:00;Ditzingen;50;7;4
Montag - Freitag Schule;316250;1;12:13:00;Ditzingen;50;6;3
Montag - Freitag Schule;316250;1;12:28:00;Ditzingen;50;0;0
Montag - Freitag Schule;316250;1;12:43:00;Ditzingen;50;7;3
Montag - Freitag Schule;316250;1;12:58:00;Ditzingen;50;1;0
Montag - Freitag Schule;316250;1;13:13:00;Ditzingen;50;6;3
Montag - Freitag Schule;316250;1;13:28:00;Ditzingen;50;0;0
Montag - Freitag Schule;316250;1;15:15:00;Ditzingen;50;6;6
Montag - Freitag Schule;316250;1;15:20:00;Ditzingen;50;3;3
Montag - Freitag Schule;316250;1;15:30:00;Ditzingen;50;11;11
Montag - Freitag Schule;316250;1;15:35:00;Ditzingen;50;1;0
Montag - Freitag Schule;316250;1;15:45:00;Ditzingen;50;8;8
Montag - Freitag Schule;316250;1;15:50:00;Ditzingen;50;3;3
Montag - Freitag Schule;316250;1;16:00:00;Ditzingen;50;11;11
Montag - Freitag Schule;316250;1;16:05:00;Ditzingen;50;0;0
Montag - Freitag Schule;316250;1;16:15:00;Ditzingen;50;9;9
Montag - Freitag Schule;316250;1;16:20:00;Ditzingen;50;17;16
Montag - Freitag Schule;316250;1;16:30:00;Ditzingen;50;9;9
Montag - Freitag Schule;316250;1;16:35:00;Ditzingen;50;26;26
Montag - Freitag Schule;316250;1;16:45:00;Ditzingen;50;9;9
Montag - Freitag Schule;316250;1;16:50:00;Ditzingen;50;7;7
Montag - Freitag Schule;316250;1;17:00:00;Ditzingen;50;5;4
Montag - Freitag Schule;316250;1;17:05:00;Ditzingen;50;0;0
Montag - Freitag Schule;316250;1;17:15:00;Ditzingen;50;4;3
Montag - Freitag Schule;316250;1;17:20:00;Ditzingen;50;1;1
Montag - Freitag Schule;316250;1;17:30:00;Ditzingen;50;4;3
Montag - Freitag Schule;316250;1;17:35:00;Ditzingen;50;1;1
Montag - Freitag Schule;316250;1;17:45:00;Ditzingen;50;4;4
Montag - Freitag Schule;316250;1;17:50:00;Ditzingen;50;1;0
Montag - Freitag Schule;316250;1;18:02:00;Ditzingen;50;5;4
Montag - Freitag Schule;316250;1;18:17:00;Ditzingen;50;5;4
Montag - Freitag Schule;316250;1;18:32:00;Ditzingen;50;5;4
Montag - Freitag Schule;316250;1;18:47:00;Ditzingen;50;5;4
Montag - Freitag Schule;316250;1;19:02:00;Ditzingen;50;5;4
Montag - Freitag Schule;316250;1;19:17:00;Ditzingen;50;5;4
Montag - Freitag Schule;316250;1;19:32:00;Ditzingen;50;5;4
Montag - Freitag Ferien;316250;2;05:51:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;06:06:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;06:21:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;06:36:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;06:45:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;06:53:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;07:00:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;07:08:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;07:15:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;07:23:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;07:30:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;07:38:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;07:45:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;07:53:00;Ditzingen Thalesplatz;13;4;3
Montag - Freitag Ferien;316250;2;08:00:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;08:08:00;Ditzingen Thalesplatz;13;6;6
Montag - Freitag Ferien;316250;2;08:15:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;08:23:00;Ditzingen Thalesplatz;13;9;8
Montag - Freitag Ferien;316250;2;08:30:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;08:38:00;Ditzingen Thalesplatz;13;8;7
Montag - Freitag Ferien;316250;2;08:45:00;Ditzingen Thalesplatz;13;0;0
Montag - Freitag Ferien;316250;2;08:53:00;Ditzingen Thalesplatz;13;9;8
