Tagesgruppe;Linie;Richtung;Abfahrtszeit;Starthaltestelle;Geplant;Erhoben;Güteprüfung ok
Montag - Freitag Schule;312090;1;22:05:00;Waiblingen;50;16;14
Montag - Freitag Schule;312090;1;22:35:00;Waiblingen;50;10;7
Montag - Freitag Schule;312090;1;23:05:00;Waiblingen;50;15;11
Montag - Freitag Schule;312090;1;23:35:00;Waiblingen;50;10;7
Montag - Freitag Schule;312090;1;24:05:00;Waiblingen;50;15;14
Montag - Freitag Schule;312090;1;24:35:00;Waiblingen;50;9;8
Montag - Freitag Schule;312090;1;25:05:00;Waiblingen;50;15;9
Samstag;312090;1;06:25:00;Waiblingen;12;1;1
Samstag;312090;1;07:25:00;Waiblingen;12;8;6
Samstag;312090;1;08:25:00;Waiblingen;12;5;4
Samstag;312090;1;08:55:00;Waiblingen;12;8;5
Samstag;312090;1;09:25:00;Waiblingen;12;2;1
Samstag;312090;1;09:55:00;Waiblingen;12;5;4
Samstag;312090;1;10:25:00;Waiblingen;12;8;6
Samstag;312090;1;10:55:00;Waiblingen;12;2;2
Samstag;312090;1;11:25:00;Waiblingen;12;5;2
Samstag;312090;1;11:55:00;Waiblingen;12;6;5
Samstag;312090;1;12:25:00;Waiblingen;12;0;0
Samstag;312090;1;12:55:00;Waiblingen;12;5;3
Samstag;312090;1;13:25:00;Waiblingen;12;5;2
Samstag;312090;1;13:55:00;Waiblingen;12;0;0
Samstag;312090;1;14:25:00;Waiblingen;12;6;3
Samstag;312090;1;14:55:00;Waiblingen;12;9;5
Samstag;312090;1;15:25:00;Waiblingen;12;0;0
Samstag;312090;1;15:55:00;Waiblingen;12;5;3
Samstag;312090;1;16:25:00;Waiblingen;12;9;4
Samstag;312090;1;16:55:00;Waiblingen;12;10;4
Samstag;312090;1;17:25:00;Waiblingen;12;6;5
Samstag;312090;1;17:55:00;Waiblingen;12;9;5
Samstag;312090;1;18:25:00;Waiblingen;12;10;4
Samstag;312090;1;18:55:00;Waiblingen;12;6;5
Samstag;312090;1;19:25:00;Waiblingen;12;9;6
Samstag;312090;1;19:55:00;Waiblingen;12;10;6
Samstag;312090;1;20:35:00;Waiblingen;12;9;6
Samstag;312090;1;21:35:00;Waiblingen;12;8;5
Samstag;312090;1;22:35:00;Waiblingen;12;4;4
Samstag;312090;1;23:35:00;Waiblingen;12;4;4
Samstag;312090;1;24:35:00;Waiblingen;12;4;1
Sonn-/Feiertag;312090;1;06:25:00;Waiblingen;16;7;6
Sonn-/Feiertag;312090;1;07:25:00;Waiblingen;16;7;6
Sonn-/Feiertag;312090;1;08:25:00;Waiblingen;16;7;6
Sonn-/Feiertag;312090;1;09:25:00;Waiblingen;16;7;5
Sonn-/Feiertag;312090;1;10:25:00;Waiblingen;16;8;5
Sonn-/Feiertag;312090;1;10:55:00;Waiblingen;16;7;6
Sonn-/Feiertag;312090;1;11:25:00;Waiblingen;16;9;8
Sonn-/Feiertag;312090;1;11:55:00;Waiblingen;16;8;3
Sonn-/Feiertag;312090;1;12:25:00;Waiblingen;16;7;3
Sonn-/Feiertag;312090;1;12:55:00;Waiblingen;16;9;7
Sonn-/Feiertag;312090;1;13:25:00;Waiblingen;16;8;4
Sonn-/Feiertag;312090;1;13:55:00;Waiblingen;16;7;3
Sonn-/Feiertag;312090;1;14:25:00;Waiblingen;16;9;8
Sonn-/Feiertag;312090;1;14:55:00;Waiblingen;16;8;2
Sonn-/Feiertag;312090;1;15:25:00;Waiblingen;16;5;5
Sonn-/Feiertag;312090;1;15:55:00;Waiblingen;16;9;7
Sonn-/Feiertag;312090;1;16:25:00;Waiblingen;16;3;2
Sonn-/Feiertag;312090;1;16:55:00;Waiblingen;16;5;4
Sonn-/Feiertag;312090;1;17:25:00;Waiblingen;16;8;7
Sonn-/Feiertag;312090;1;17:55:00;Waiblingen;16;3;0
Sonn-/Feiertag;312090;1;18:25:00;Waiblingen;16;6;4
Sonn-/Feiertag;312090;1;18:55:00;Waiblingen;16;9;7
Sonn-/Feiertag;312090;1;19:25:00;Waiblingen;16;3;1
Sonn-/Feiertag;312090;1;19:55:00;Waiblingen;16;6;4
Sonn-/Feiertag;312090;1;20:35:00;Waiblingen;16;9;7
Sonn-/Feiertag;312090;1;21:35:00;Waiblingen;16;6;4
Sonn-/Feiertag;312090;1;22:35:00;Waiblingen;16;5;3
Sonn-/Feiertag;312090;1;23:35:00;Waiblingen;16;5;4
Sonn-/Feiertag;312090;1;24:35:00;Waiblingen;16;5;5
Montag - Freitag Ferien;312090;2;05:05:00;Endersbach;13;13;7
Montag - Freitag Ferien;312090;2;05:35:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;05:50:00;Endersbach;13;9;6
Montag - Freitag Ferien;312090;2;06:05:00;Endersbach;13;3;2
Montag - Freitag Ferien;312090;2;06:20:00;Endersbach;13;10;8
Montag - Freitag Ferien;312090;2;06:35:00;Endersbach;13;13;5
Montag - Freitag Ferien;312090;2;06:50:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;07:05:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;07:20:00;Endersbach;13;9;2
Montag - Freitag Ferien;312090;2;07:35:00;Endersbach;13;3;2
Montag - Freitag Ferien;312090;2;07:50:00;Endersbach;13;10;7
Montag - Freitag Ferien;312090;2;08:05:00;Endersbach;13;13;8
Montag - Freitag Ferien;312090;2;08:20:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;08:35:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;08:50:00;Endersbach;13;10;9
Montag - Freitag Ferien;312090;2;09:05:00;Endersbach;13;7;6
Montag - Freitag Ferien;312090;2;09:20:00;Endersbach;13;10;9
Montag - Freitag Ferien;312090;2;09:35:00;Endersbach;13;1;1
Montag - Freitag Ferien;312090;2;09:50:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;10:05:00;Endersbach;13;10;9
Montag - Freitag Ferien;312090;2;10:20:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;10:35:00;Endersbach;13;1;1
Montag - Freitag Ferien;312090;2;10:50:00;Endersbach;13;1;1
Montag - Freitag Ferien;312090;2;11:05:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;11:20:00;Endersbach;13;7;6
Montag - Freitag Ferien;312090;2;11:35:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;11:50:00;Endersbach;13;10;10
Montag - Freitag Ferien;312090;2;12:05:00;Endersbach;13;9;6
Montag - Freitag Ferien;312090;2;12:20:00;Endersbach;13;1;1
Montag - Freitag Ferien;312090;2;12:35:00;Endersbach;13;7;6
Montag - Freitag Ferien;312090;2;12:50:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;13:05:00;Endersbach;13;10;8
Montag - Freitag Ferien;312090;2;13:20:00;Endersbach;13;9;6
Montag - Freitag Ferien;312090;2;13:35:00;Endersbach;13;1;1
Montag - Freitag Ferien;312090;2;13:50:00;Endersbach;13;7;7
Montag - Freitag Ferien;312090;2;14:05:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;14:20:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;14:35:00;Endersbach;13;9;8
Montag - Freitag Ferien;312090;2;14:50:00;Endersbach;13;7;6
Montag - Freitag Ferien;312090;2;15:05:00;Endersbach;13;1;1
Montag - Freitag Ferien;312090;2;15:20:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;15:35:00;Endersbach;13;1;0
Montag - Freitag Ferien;312090;2;15:50:00;Endersbach;13;9;8
Montag - Freitag Ferien;312090;2;16:05:00;Endersbach;13;6;4
Montag - Freitag Ferien;312090;2;16:20:00;Endersbach;13;10;10
Montag - Freitag Ferien;312090;2;16:35:00;Endersbach;13;4;4
Montag - Freitag Ferien;312090;2;16:50:00;Endersbach;13;1;0
Montag - Freitag Ferien;312090;2;17:05:00;Endersbach;13;10;9
Montag - Freitag Ferien;312090;2;17:20:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;17:35:00;Endersbach;13;10;9
Montag - Freitag Ferien;312090;2;17:50:00;Endersbach;13;6;2
Montag - Freitag Ferien;312090;2;18:05:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;18:20:00;Endersbach;13;13;11
Montag - Freitag Ferien;312090;2;18:35:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;18:50:00;Endersbach;13;10;9
Montag - Freitag Ferien;312090;2;19:05:00;Endersbach;13;6;2
Montag - Freitag Ferien;312090;2;19:20:00;Endersbach;13;9;8
Montag - Freitag Ferien;312090;2;19:35:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;19:50:00;Endersbach;13;1;0
Montag - Freitag Ferien;312090;2;20:05:00;Endersbach;13;13;13
Montag - Freitag Ferien;312090;2;20:35:00;Endersbach;13;9;8
Montag - Freitag Ferien;312090;2;21:05:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;21:35:00;Endersbach;13;9;9
Montag - Freitag Ferien;312090;2;22:05:00;Endersbach;13;13;13
Montag - Freitag Ferien;312090;2;22:35:00;Endersbach;13;0;0
Montag - Freitag Ferien;312090;2;23:05:00;Endersbach;13;13;12
Montag - Freitag Ferien;312090;2;23:35:00;Endersbach;13;9;9
Montag - Freitag Ferien;312090;2;24:05:00;Endersbach;13;10;10
Montag - Freitag Ferien;312090;2;24:35:00;Endersbach;13;9;8
Montag - Freitag Schule;312090;2;05:05:00;Endersbach;50;3;2
Montag - Freitag Schule;312090;2;05:35:00;Endersbach;50;0;0
Montag - Freitag Schule;312090;2;05:50:00;Endersbach;50;35;21
Montag - Freitag Schule;312090;2;06:05:00;Endersbach;50;5;3
Montag - Freitag Schule;312090;2;06:20:00;Endersbach;50;3;0
Montag - Freitag Schule;312090;2;06:35:00;Endersbach;50;11;6
Montag - Freitag Schule;312090;2;06:50:00;Endersbach;50;27;20
Montag - Freitag Schule;312090;2;07:02:00;Korb Seeplatz;50;8;8
Montag - Freitag Schule;312090;2;07:05:00;Endersbach;50;1;1
Montag - Freitag Schule;312090;2;07:14:00;Korb Bühl;50;11;8
Montag - Freitag Schule;312090;2;07:17:00;Korb Seeplatz;50;1;1
Montag - Freitag Schule;312090;2;07:18:00;Korb Seeplatz;50;9;7
Montag - Freitag Schule;312090;2;07:20:00;Endersbach;50;35;29
Montag - Freitag Schule;312090;2;07:35:00;Endersbach;50;29;14
Montag - Freitag Schule;312090;2;07:50:00;Endersbach;50;3;2
Montag - Freitag Schule;312090;2;08:05:00;Endersbach;50;10;7
Montag - Freitag Schule;312090;2;08:20:00;Endersbach;50;25;21
Montag - Freitag Schule;312090;2;08:35:00;Endersbach;50;37;23
Montag - Freitag Schule;312090;2;08:50:00;Endersbach;50;25;15
Montag - Freitag Schule;312090;2;09:05:00;Endersbach;50;1;1
Montag - Freitag Schule;312090;2;09:20:00;Endersbach;50;3;1
Montag - Freitag Schule;312090;2;09:35:00;Endersbach;50;10;9
Montag - Freitag Schule;312090;2;09:50:00;Endersbach;50;27;26
Montag - Freitag Schule;312090;2;10:05:00;Endersbach;50;25;16
Montag - Freitag Schule;312090;2;10:20:00;Endersbach;50;1;1
Montag - Freitag Schule;312090;2;10:35:00;Endersbach;50;36;34
Montag - Freitag Schule;312090;2;10:50:00;Endersbach;50;0;0
Montag - Freitag Schule;312090;2;11:05:00;Endersbach;50;16;11
Montag - Freitag Schule;312090;2;11:20:00;Endersbach;50;1;1
Montag - Freitag Schule;312090;2;11:35:00;Endersbach;50;25;16
Montag - Freitag Schule;312090;2;11:50:00;Endersbach;50;28;25
Montag - Freitag Schule;312090;2;12:05:00;Endersbach;50;1;1
Montag - Freitag Schule;312090;2;12:20:00;Endersbach;50;16;10
Montag - Freitag Schule;312090;2;12:35:00;Endersbach;50;35;16
Montag - Freitag Schule;312090;2;12:50:00;Endersbach;50;1;1
Montag - Freitag Schule;312090;2;12:57:00;Beutelsb. Benz. Bi.zentrum;50;10;10
Montag - Freitag Schule;312090;2;13:05:00;Endersbach;50;28;19
Montag - Freitag Schule;312090;2;13:20:00;Endersbach;50;4;1
Montag - Freitag Schule;312090;2;13:35:00;Endersbach;50;31;15
Montag - Freitag Schule;312090;2;13:50:00;Endersbach;50;0;0
Montag - Freitag Schule;312090;2;14:05:00;Endersbach;50;1;1
Montag - Freitag Schule;312090;2;14:20:00;Endersbach;50;15;10
Montag - Freitag Schule;312090;2;14:35:00;Endersbach;50;22;10
Montag - Freitag Schule;312090;2;14:50:00;Endersbach;50;24;19
Montag - Freitag Schule;312090;2;15:05:00;Endersbach;50;5;2
Montag - Freitag Schule;312090;2;15:20:00;Endersbach;50;4;1
Montag - Freitag Schule;312090;2;15:35:00;Endersbach;50;16;10
Montag - Freitag Schule;312090;2;15:50:00;Endersbach;50;21;9
Montag - Freitag Schule;312090;2;16:05:00;Endersbach;50;13;12
Montag - Freitag Schule;312090;2;16:20:00;Endersbach;50;0;0
Montag - Freitag Schule;312090;2;16:35:00;Endersbach;50;14;8
Montag - Freitag Schule;312090;2;16:50:00;Endersbach;50;17;10
Montag - Freitag Schule;312090;2;17:05:00;Endersbach;50;5;1
Montag - Freitag Schule;312090;2;17:20:00;Endersbach;50;13;12
Montag - Freitag Schule;312090;2;17:35:00;Endersbach;50;0;0
Montag - Freitag Schule;312090;2;17:50:00;Endersbach;50;10;6
Montag - Freitag Schule;312090;2;18:05:00;Endersbach;50;5;3
Montag - Freitag Schule;312090;2;18:20:00;Endersbach;50;21;11
Montag - Freitag Schule;312090;2;18:35:00;Endersbach;50;13;11
Montag - Freitag Schule;312090;2;18:50:00;Endersbach;50;0;0
Montag - Freitag Schule;312090;2;19:05:00;Endersbach;50;17;13
Montag - Freitag Schule;312090;2;19:20:00;Endersbach;50;5;2
Montag - Freitag Schule;312090;2;19:35:00;Endersbach;50;5;4
Montag - Freitag Schule;312090;2;19:50:00;Endersbach;50;21;15
Montag - Freitag Schule;312090;2;20:05:00;Endersbach;50;10;7
Montag - Freitag Schule;312090;2;20:35:00;Endersbach;50;5;2
Montag - Freitag Schule;312090;2;21:05:00;Endersbach;50;47;45
Montag - Freitag Schule;312090;2;21:35:00;Endersbach;50;5;5
Montag - Freitag Schule;312090;2;22:05:00;Endersbach;50;10;7
Montag - Freitag Schule;312090;2;22:35:00;Endersbach;50;16;14
Montag - Freitag Schule;312090;2;23:05:00;Endersbach;50;10;7
Montag - Freitag Schule;312090;2;23:35:00;Endersbach;50;15;14
Montag - Freitag Schule;312090;2;24:05:00;Endersbach;50;10;8
Montag - Freitag Schule;312090;2;24:35:00;Endersbach;50;15;13
Samstag;312090;2;06:35:00;Endersbach;12;8;5
Samstag;312090;2;07:35:00;Endersbach;12;5;3
Samstag;312090;2;08:05:00;Endersbach;12;8;6
Samstag;312090;2;08:35:00;Endersbach;12;2;2
Samstag;312090;2;09:05:00;Endersbach;12;5;5
Samstag;312090;2;09:35:00;Endersbach;12;8;6
Samstag;312090;2;10:05:00;Endersbach;12;2;1
Samstag;312090;2;10:35:00;Endersbach;12;5;4
Samstag;312090;2;11:05:00;Endersbach;12;8;6
Samstag;312090;2;11:35:00;Endersbach;12;2;1
Samstag;312090;2;12:05:00;Endersbach;12;5;4
Samstag;312090;2;12:35:00;Endersbach;12;6;3
Samstag;312090;2;13:05:00;Endersbach;12;0;0
Samstag;312090;2;13:35:00;Endersbach;12;5;5
Samstag;312090;2;14:05:00;Endersbach;12;9;3
Samstag;312090;2;14:35:00;Endersbach;12;0;0
Samstag;312090;2;15:05:00;Endersbach;12;5;3
Samstag;312090;2;15:35:00;Endersbach;12;9;6
Samstag;312090;2;16:05:00;Endersbach;12;10;9
Samstag;312090;2;16:35:00;Endersbach;12;6;5
Samstag;312090;2;17:05:00;Endersbach;12;9;5
Samstag;312090;2;17:35:00;Endersbach;12;10;8
Samstag;312090;2;18:05:00;Endersbach;12;6;5
Samstag;312090;2;18:35:00;Endersbach;12;9;5
Samstag;312090;2;19:05:00;Endersbach;12;10;6
Samstag;312090;2;19:35:00;Endersbach;12;6;5
Samstag;312090;2;20:05:00;Endersbach;12;9;6
Samstag;312090;2;20:35:00;Endersbach;12;10;4
Samstag;312090;2;21:05:00;Endersbach;12;9;6
Samstag;312090;2;22:05:00;Endersbach;12;7;4
Samstag;312090;2;23:05:00;Endersbach;12;4;4
Samstag;312090;2;24:05:00;Endersbach;12;4;2
Sonn-/Feiertag;312090;2;07:35:00;Endersbach;16;8;6
Sonn-/Feiertag;312090;2;08:35:00;Endersbach;16;7;4
Sonn-/Feiertag;312090;2;09:35:00;Endersbach;16;8;5
Sonn-/Feiertag;312090;2;10:05:00;Endersbach;16;7;6
Sonn-/Feiertag;312090;2;10:35:00;Endersbach;16;8;6
Sonn-/Feiertag;312090;2;11:05:00;Endersbach;16;8;5
Sonn-/Feiertag;312090;2;11:35:00;Endersbach;16;7;6
Sonn-/Feiertag;312090;2;12:05:00;Endersbach;16;9;8
Sonn-/Feiertag;312090;2;12:35:00;Endersbach;16;8;4
Sonn-/Feiertag;312090;2;13:05:00;Endersbach;16;7;5
Sonn-/Feiertag;312090;2;13:35:00;Endersbach;16;9;8
Sonn-/Feiertag;312090;2;14:05:00;Endersbach;16;8;6
Sonn-/Feiertag;312090;2;14:35:00;Endersbach;16;7;4
Sonn-/Feiertag;312090;2;15:05:00;Endersbach;16;9;6
Sonn-/Feiertag;312090;2;15:35:00;Endersbach;16;6;5
Sonn-/Feiertag;312090;2;16:05:00;Endersbach;16;5;5
Sonn-/Feiertag;312090;2;16:35:00;Endersbach;16;9;8
Sonn-/Feiertag;312090;2;17:05:00;Endersbach;16;3;2
Sonn-/Feiertag;312090;2;17:35:00;Endersbach;16;5;2
Sonn-/Feiertag;312090;2;18:05:00;Endersbach;16;9;8
Sonn-/Feiertag;312090;2;18:35:00;Endersbach;16;3;2
Sonn-/Feiertag;312090;2;19:05:00;Endersbach;16;6;3
Sonn-/Feiertag;312090;2;19:35:00;Endersbach;16;9;7
Sonn-/Feiertag;312090;2;20:35:00;Endersbach;16;6;3
Sonn-/Feiertag;312090;2;21:05:00;Endersbach;16;9;8
Sonn-/Feiertag;312090;2;22:05:00;Endersbach;16;5;4
Sonn-/Feiertag;312090;2;23:05:00;Endersbach;16;5;5
Sonn-/Feiertag;312090;2;24:05:00;Endersbach;16;5;5
Montag - Freitag Ferien;312160;1;05:36:00;Waiblingen;13;13;7
Montag - Freitag Ferien;312160;1;06:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312160;1;06:21:00;Waiblingen;13;9;7
Montag - Freitag Ferien;312160;1;06:36:00;Waiblingen;13;3;2
Montag - Freitag Ferien;312160;1;06:51:00;Waiblingen;13;10;6
Montag - Freitag Ferien;312160;1;07:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312160;1;07:21:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312160;1;07:36:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312160;1;07:51:00;Waiblingen;13;9;5
Montag - Freitag Ferien;312160;1;08:06:00;Waiblingen;13;3;2
Montag - Freitag Ferien;312160;1;08:21:00;Waiblingen;13;10;6
Montag - Freitag Ferien;312160;1;08:36:00;Waiblingen;13;13;11
Montag - Freitag Ferien;312160;1;08:51:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312160;1;09:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312160;1;09:36:00;Waiblingen;13;13;10
Montag - Freitag Ferien;312160;1;10:06:00;Waiblingen;13;3;2
Montag - Freitag Ferien;312160;1;10:36:00;Waiblingen;13;10;8
Montag - Freitag Ferien;312160;1;11:06:00;Waiblingen;13;9;9
Montag - Freitag Ferien;312160;1;11:36:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312160;1;12:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312160;1;12:36:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312160;1;13:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312160;1;13:36:00;Waiblingen;13;2;1
Montag - Freitag Ferien;312160;1;14:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312160;1;14:36:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312160;1;15:06:00;Waiblingen;13;10;9
Montag - Freitag Ferien;312160;1;15:36:00;Waiblingen;13;4;4
Montag - Freitag Ferien;312160;1;16:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312160;1;16:36:00;Waiblingen;13;6;3
Montag - Freitag Ferien;312160;1;17:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312160;1;17:36:00;Waiblingen;13;4;3
Montag - Freitag Ferien;312160;1;18:06:00;Waiblingen;13;9;9
Montag - Freitag Ferien;312160;1;18:36:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312160;1;19:06:00;Waiblingen;13;13;13
Montag - Freitag Ferien;312160;1;19:36:00;Waiblingen;13;6;6
Montag - Freitag Schule;312160;1;05:36:00;Waiblingen;50;11;6
Montag - Freitag Schule;312160;1;06:06:00;Waiblingen;50;0;0
Montag - Freitag Schule;312160;1;06:21:00;Waiblingen;50;33;21
Montag - Freitag Schule;312160;1;06:36:00;Waiblingen;50;5;3
Montag - Freitag Schule;312160;1;06:51:00;Waiblingen;50;3;2
Montag - Freitag Schule;312160;1;07:06:00;Waiblingen;50;11;6
Montag - Freitag Schule;312160;1;07:21:00;Waiblingen;50;26;13
Montag - Freitag Schule;312160;1;07:36:00;Waiblingen;50;1;1
Montag - Freitag Schule;312160;1;07:51:00;Waiblingen;50;5;4
Montag - Freitag Schule;312160;1;08:06:00;Waiblingen;50;28;19
Montag - Freitag Schule;312160;1;08:21:00;Waiblingen;50;3;2
Montag - Freitag Schule;312160;1;08:36:00;Waiblingen;50;10;5
Montag - Freitag Schule;312160;1;08:51:00;Waiblingen;50;24;21
Montag - Freitag Schule;312160;1;09:06:00;Waiblingen;50;4;4
Montag - Freitag Schule;312160;1;09:36:00;Waiblingen;50;4;3
Montag - Freitag Schule;312160;1;10:06:00;Waiblingen;50;10;8
Montag - Freitag Schule;312160;1;10:36:00;Waiblingen;50;10;9
Montag - Freitag Schule;312160;1;11:06:00;Waiblingen;50;10;10
Montag - Freitag Schule;312160;1;11:36:00;Waiblingen;50;10;10
Montag - Freitag Schule;312160;1;12:06:00;Waiblingen;50;10;10
Montag - Freitag Schule;312160;1;12:36:00;Waiblingen;50;22;15
Montag - Freitag Schule;312160;1;13:06:00;Waiblingen;50;34;26
Montag - Freitag Schule;312160;1;13:36:00;Waiblingen;50;27;15
Montag - Freitag Schule;312160;1;14:06:00;Waiblingen;50;4;2
Montag - Freitag Schule;312160;1;14:36:00;Waiblingen;50;1;1
Montag - Freitag Schule;312160;1;15:06:00;Waiblingen;50;0;0
Montag - Freitag Schule;312160;1;15:36:00;Waiblingen;50;24;19
Montag - Freitag Schule;312160;1;16:06:00;Waiblingen;50;5;4
Montag - Freitag Schule;312160;1;16:36:00;Waiblingen;50;4;3
Montag - Freitag Schule;312160;1;17:06:00;Waiblingen;50;7;4
Montag - Freitag Schule;312160;1;17:36:00;Waiblingen;50;5;4
Montag - Freitag Schule;312160;1;18:06:00;Waiblingen;50;16;16
Montag - Freitag Schule;312160;1;18:36:00;Waiblingen;50;5;5
Montag - Freitag Schule;312160;1;19:06:00;Waiblingen;50;27;19
Montag - Freitag Schule;312160;1;19:36:00;Waiblingen;50;9;8
Montag - Freitag Ferien;312180;1;05:46:00;Waiblingen Schellingstr.;13;0;0
Montag - Freitag Ferien;312180;1;06:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;06:36:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;07:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;07:36:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;08:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;08:36:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;09:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;10:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;11:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;12:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;12:36:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;13:06:00;Waiblingen;13;4;0
Montag - Freitag Ferien;312180;1;13:36:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;14:06:00;Waiblingen;13;5;0
Montag - Freitag Ferien;312180;1;14:36:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;15:06:00;Waiblingen;13;5;0
Montag - Freitag Ferien;312180;1;15:36:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;16:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;16:36:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;17:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;17:36:00;Waiblingen;13;5;0
Montag - Freitag Ferien;312180;1;18:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;18:36:00;Waiblingen;13;5;0
Montag - Freitag Ferien;312180;1;19:06:00;Waiblingen;13;0;0
Montag - Freitag Ferien;312180;1;19:36:00;Waiblingen;13;5;0
Montag - Freitag Ferien;312180;1;20:06:00;Waiblingen;13;0;0
Montag - Freitag Schule;312180;1;05:46:00;Waiblingen Schellingstr.;50;0;0
Montag - Freitag Schule;312180;1;06:06:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;06:36:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;07:06:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;07:36:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;08:06:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;08:36:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;09:06:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;10:06:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;11:06:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;12:06:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;12:36:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;13:06:00;Waiblingen;50;3;0
Montag - Freitag Schule;312180;1;13:36:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;14:06:00;Waiblingen;50;3;0
Montag - Freitag Schule;312180;1;14:36:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;15:06:00;Waiblingen;50;3;0
Montag - Freitag Schule;312180;1;15:36:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;16:06:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;16:36:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;17:06:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;17:36:00;Waiblingen;50;3;0
Montag - Freitag Schule;312180;1;18:06:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;18:36:00;Waiblingen;50;3;0
Montag - Freitag Schule;312180;1;19:06:00;Waiblingen;50;0;0
Montag - Freitag Schule;312180;1;19:36:00;Waiblingen;50;3;0
Montag - Freitag Schule;312180;1;20:06:00;Waiblingen;50;0;0
Samstag;312180;1;07:16:00;Waiblingen Schellingstr.;12;0;0
Samstag;312180;1;08:06:00;Waiblingen;12;0;0
Samstag;312180;1;09:06:00;Waiblingen;12;0;0
Samstag;312180;1;10:06:00;Waiblingen;12;0;0
Samstag;312180;1;11:06:00;Waiblingen;12;0;0
Samstag;312180;1;12:06:00;Waiblingen;12;0;0
Samstag;312180;1;13:06:00;Waiblingen;12;0;0
