Linie;Richtung;Starthaltenstelle;Abfahrtzeit;Datum;Tagesgruppe;Fahrzeug
312070;2;Fellbach Alte Kelter;18:30;18.03.2024;Schule;WN-OV5020
312070;2;Fellbach Alte Kelter;18:30;19.01.2024;Schule;WN-OV5020
312070;2;Fellbach Alte Kelter;18:30;19.02.2024;Schule;WN-OV5219
312070;2;Fellbach Alte Kelter;18:30;24.01.2024;Schule;WN-OV5020
312070;2;Fellbach Alte Kelter;18:45;01.02.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;02.02.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;05.02.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;08.02.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;09.02.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;10.01.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;13.02.2024;Ferien inkl. Brückentag;WN-OV5219
312070;2;Fellbach Alte Kelter;18:45;15.01.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;16.02.2024;Ferien inkl. Brückentag;WN-OV5219
312070;2;Fellbach Alte Kelter;18:45;17.01.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;19.01.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;19.02.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;19.03.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;20.03.2024;Schule;WN-E3020
312070;2;Fellbach Alte Kelter;18:45;21.03.2024;Schule;WN-E3020
312070;2;Fellbach Alte Kelter;18:45;23.01.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;23.02.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;24.01.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;25.01.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;26.01.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;30.01.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;18:45;31.01.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;19:00;20.02.2024;Schule;WN-OV5020
312070;2;Fellbach Alte Kelter;19:00;27.02.2024;Schule;WN-OV5020
312070;2;Fellbach Alte Kelter;19:15;04.03.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;19:15;05.03.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;19:15;11.03.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;19:15;12.03.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;19:15;14.03.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;19:15;15.03.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;19:15;26.02.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;19:15;28.02.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;19:15;29.02.2024;Schule;WN-GW8080
312070;2;Fellbach Alte Kelter;19:30;02.02.2024;Schule;WN-OV5219
312070;2;Fellbach Alte Kelter;19:30;06.02.2024;Schule;WN-OV5219
312070;2;Fellbach Alte Kelter;19:30;08.02.2024;Schule;WN-OV5219
312070;2;Fellbach Alte Kelter;19:30;14.03.2024;Schule;WN-OV5219
312070;2;Fellbach Alte Kelter;19:30;20.02.2024;Schule;WN-OV5219
312070;2;Fellbach Alte Kelter;19:30;22.02.2024;Schule;WN-OV5219
312070;2;Fellbach Alte Kelter;19:30;27.02.2024;Schule;WN-OV5219
312070;2;Fellbach Alte Kelter;19:45;01.03.2024;Schule;WN-OV5020
312070;2;Fellbach Alte Kelter;19:45;02.02.2024;Schule;WN-OV5020
312070;2;Fellbach Alte Kelter;19:45;04.03.2024;Schule;WN-OV5020
312070;2;Fellbach Alte Kelter;19:45;05.02.2024;Schule;WN-OV5020
312070;2;Fellbach Alte Kelter;19:45;07.02.2024;Schule;WN-OV5020
312070;2;Fellbach Alte Kelter;19:45;09.02.2024;Schule;WN-OV5020
312070;2;Fellbach Alte Kelter;19:45;15.03.2024;Schule;WN-OV5020
312070;2;Fellbach Alte Kelter;19:45;18.03.2024;Schule;WN-OV5020
312070;2;Fellbach Alte Kelter;19:45;19.02.2024;Schule;WN-OV5219
312070;2;Fellbach Alte Kelter;19:45;20.03.2024;Schule;WN-OV5020
312070;2;Fellbach Alte Kelter;19:45;21.03.2024;Schule;WN-OV5219
312070;2;Fellbach Alte Kelter;19:45;22.03.2024;Schule;WN-OV5020
312070;2;Fellbach Alte Kelter;19:45;31.01.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;06:10;02.03.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;06:10;17.02.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;06:10;24.02.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;06:40;09.03.2024;Samstag;WN-D740
312070;2;Fellbach Lutherkirche;06:40;17.02.2024;Samstag;WN-D726
312070;2;Fellbach Lutherkirche;06:40;23.03.2024;Samstag;WN-D759
312070;2;Fellbach Lutherkirche;06:40;27.01.2024;Samstag;WN-D730
312070;2;Fellbach Lutherkirche;07:10;10.02.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;07:10;17.02.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;07:10;20.01.2024;Samstag;WN-OV5119
312070;2;Fellbach Lutherkirche;07:10;24.02.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;07:40;09.03.2024;Samstag;WN-D740
312070;2;Fellbach Lutherkirche;07:40;17.02.2024;Samstag;WN-D726
312070;2;Fellbach Lutherkirche;07:40;23.03.2024;Samstag;WN-D759
312070;2;Fellbach Lutherkirche;07:40;27.01.2024;Samstag;WN-D730
312070;2;Fellbach Lutherkirche;09:40;03.03.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;09:40;04.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;09:40;10.03.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;09:40;11.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;09:40;25.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;09:40;29.03.2024;Feiertag;WN-OV5219
312070;2;Fellbach Lutherkirche;10:40;03.03.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;10:40;04.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;10:40;10.03.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;10:40;11.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;10:40;18.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;10:40;25.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;15:40;10.03.2024;Sonntag;WN-OV5119
312070;2;Fellbach Lutherkirche;15:40;29.03.2024;Feiertag;WN-OV5119
312070;2;Fellbach Lutherkirche;16:40;02.03.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;16:40;03.03.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;16:40;09.03.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;16:40;10.02.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;16:40;16.03.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;16:40;24.02.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;16:40;29.03.2024;Feiertag;WN-OV5219
312070;2;Fellbach Lutherkirche;16:40;30.03.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;17:10;17.02.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;17:40;02.03.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;17:40;03.02.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;17:40;09.03.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;17:40;10.02.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;17:40;23.03.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;17:40;24.02.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;17:40;30.03.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;18:10;17.02.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;18:10;27.01.2024;Samstag;WN-OV5119
312070;2;Fellbach Lutherkirche;18:40;02.03.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;18:40;09.03.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;18:40;10.02.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;18:40;30.03.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;19:40;03.02.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;19:40;16.03.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;20:10;19.03.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;20:10;23.01.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;20:10;27.02.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;20:10;29.02.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;20:40;02.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;20:40;03.02.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;20:40;06.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;20:40;07.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;20:40;08.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;20:40;09.03.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;20:40;10.02.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;20:40;10.03.2024;Sonntag;WN-OV5119
312070;2;Fellbach Lutherkirche;20:40;14.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;20:40;16.03.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;20:40;24.02.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;20:40;25.02.2024;Sonntag;WN-OV5119
312070;2;Fellbach Lutherkirche;20:40;25.03.2024;Ferien inkl. Brückentag;WN-OV5020
312070;2;Fellbach Lutherkirche;20:40;28.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;20:40;31.03.2024;Sonntag;WN-OV5119
312070;2;Fellbach Lutherkirche;21:10;12.03.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;21:40;02.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;21:40;02.03.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;21:40;04.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;21:40;05.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;21:40;07.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;21:40;08.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;21:40;12.02.2024;Ferien inkl. Brückentag;WN-OV5020
312070;2;Fellbach Lutherkirche;21:40;12.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;21:40;16.02.2024;Ferien inkl. Brückentag;WN-OV5020
312070;2;Fellbach Lutherkirche;21:40;18.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;21:40;19.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;21:40;20.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;21:40;22.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;21:40;24.03.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;21:40;25.03.2024;Ferien inkl. Brückentag;WN-OV5020
312070;2;Fellbach Lutherkirche;21:40;26.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;21:40;28.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;21:40;29.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;21:40;31.03.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;22:10;05.03.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;22:10;08.02.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;22:10;12.03.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;22:10;16.02.2024;Ferien inkl. Brückentag;WN-OV5119
312070;2;Fellbach Lutherkirche;22:10;17.01.2024;Schule;WN-OV5119
312070;2;Fellbach Lutherkirche;22:10;17.02.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;22:10;20.02.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;22:10;22.02.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;22:10;30.01.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;22:40;05.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;22:40;06.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;22:40;07.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;22:40;11.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;22:40;12.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;22:40;14.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;22:40;16.02.2024;Ferien inkl. Brückentag;WN-OV5020
312070;2;Fellbach Lutherkirche;22:40;16.03.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;22:40;18.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;22:40;19.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;22:40;22.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;22:40;25.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;22:40;25.03.2024;Ferien inkl. Brückentag;WN-OV5020
312070;2;Fellbach Lutherkirche;22:40;26.01.2024;Schule;WN-OV5119
312070;2;Fellbach Lutherkirche;22:40;27.01.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;22:40;27.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;23:10;01.02.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;23:10;14.02.2024;Ferien inkl. Brückentag;WN-OV5020
312070;2;Fellbach Lutherkirche;23:10;18.01.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;23:10;23.03.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;23:10;25.01.2024;Schule;WN-OV5119
312070;2;Fellbach Lutherkirche;23:10;28.03.2024;Ferien inkl. Brückentag;WN-OV5219
312070;2;Fellbach Lutherkirche;23:10;30.01.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;23:40;02.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;23:40;03.03.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;23:40;05.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;23:40;07.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;23:40;08.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;23:40;12.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;23:40;14.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;23:40;18.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;23:40;19.01.2024;Schule;WN-OV5119
312070;2;Fellbach Lutherkirche;23:40;19.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;23:40;20.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;23:40;22.01.2024;Schule;WN-OV5119
312070;2;Fellbach Lutherkirche;23:40;22.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;23:40;25.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;23:40;26.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;23:40;27.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;23:40;28.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;23:40;29.01.2024;Schule;WN-OV5119
312070;2;Fellbach Lutherkirche;23:40;29.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;23:40;29.03.2024;Feiertag;WN-OV5219
312070;2;Fellbach Lutherkirche;24:10:00;01.02.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;24:10:00;03.02.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;24:10:00;05.03.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;24:10:00;06.02.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;24:10:00;09.03.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;24:10:00;10.02.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;24:10:00;11.01.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;24:10:00;12.03.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;24:10:00;14.02.2024;Ferien inkl. Brückentag;WN-OV5020
312070;2;Fellbach Lutherkirche;24:10:00;14.03.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;24:10:00;16.02.2024;Ferien inkl. Brückentag;WN-OV5219
312070;2;Fellbach Lutherkirche;24:10:00;16.03.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;24:10:00;17.01.2024;Schule;WN-OV5119
312070;2;Fellbach Lutherkirche;24:10:00;18.01.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;24:10:00;19.03.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;24:10:00;23.03.2024;Samstag;WN-OV5219
312070;2;Fellbach Lutherkirche;24:10:00;25.01.2024;Schule;WN-OV5119
312070;2;Fellbach Lutherkirche;24:10:00;27.02.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;24:10:00;27.03.2024;Ferien inkl. Brückentag;WN-OV5119
312070;2;Fellbach Lutherkirche;24:10:00;30.01.2024;Schule;WN-OV5020
312070;2;Fellbach Lutherkirche;24:40:00;02.03.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;24:40:00;03.02.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;24:40:00;03.03.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;05.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;06.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;07.02.2024;Schule;WN-OV5119
312070;2;Fellbach Lutherkirche;24:40:00;07.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;08.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;09.02.2024;Schule;WN-OV5119
312070;2;Fellbach Lutherkirche;24:40:00;10.02.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;24:40:00;10.03.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;11.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;12.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;13.02.2024;Ferien inkl. Brückentag;WN-OV5020
312070;2;Fellbach Lutherkirche;24:40:00;13.03.2024;Schule;WN-OV5119
312070;2;Fellbach Lutherkirche;24:40:00;14.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;16.02.2024;Ferien inkl. Brückentag;WN-OV5020
312070;2;Fellbach Lutherkirche;24:40:00;17.03.2024;Sonntag;WN-OV5119
312070;2;Fellbach Lutherkirche;24:40:00;18.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;19.02.2024;Schule;WN-OV5119
312070;2;Fellbach Lutherkirche;24:40:00;19.03.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;20.01.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;24:40:00;20.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;20.03.2024;Schule;WN-OV5119
312070;2;Fellbach Lutherkirche;24:40:00;21.03.2024;Schule;WN-OV5119
312070;2;Fellbach Lutherkirche;24:40:00;22.01.2024;Schule;WN-OV5119
312070;2;Fellbach Lutherkirche;24:40:00;22.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;23.03.2024;Samstag;WN-OV5020
312070;2;Fellbach Lutherkirche;24:40:00;24.03.2024;Sonntag;WN-OV5020
312070;2;Fellbach Lutherkirche;24:40:00;25.02.2024;Sonntag;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;25.03.2024;Ferien inkl. Brückentag;WN-OV5020
312070;2;Fellbach Lutherkirche;24:40:00;26.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;27.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;28.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;29.01.2024;Schule;WN-OV5119
312070;2;Fellbach Lutherkirche;24:40:00;29.02.2024;Schule;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;29.03.2024;Feiertag;WN-OV5219
312070;2;Fellbach Lutherkirche;24:40:00;30.03.2024;Samstag;WN-OV5020
312070;2;Waiblingen;07:13;19.02.2024;Schule;WN-OV526
312070;2;Waiblingen Remspark;10:17;25.02.2024;Sonntag;WN-OV5119
312070;2;Waiblingen Remspark;10:17;29.03.2024;Feiertag;WN-OV5119
312070;2;Waiblingen Remspark;10:17;31.03.2024;Sonntag;WN-OV5119
312070;2;Waiblingen Remspark;11:17;28.01.2024;Sonntag;WN-OV5119
312070;2;Waiblingen Remspark;11:17;31.03.2024;Sonntag;WN-OV5119
312070;2;Waiblingen Remspark;12:17;10.03.2024;Sonntag;WN-OV5119
312070;2;Waiblingen Remspark;12:17;25.02.2024;Sonntag;WN-OV5119
312070;2;Waiblingen Remspark;13:17;25.02.2024;Sonntag;WN-OV5119
312070;2;Waiblingen Remspark;13:17;29.03.2024;Feiertag;WN-OV5119
312070;2;Waiblingen Remspark;14:17;04.02.2024;Sonntag;WN-OV5219
312070;2;Waiblingen Remspark;14:17;10.03.2024;Sonntag;WN-OV5219
312070;2;Waiblingen Remspark;14:17;25.02.2024;Sonntag;WN-OV5219
312070;2;Waiblingen Remspark;14:17;29.03.2024;Feiertag;WN-OV5219
312070;2;Waiblingen Remspark;14:17;31.03.2024;Sonntag;WN-OV5219
312070;2;Waiblingen Remspark;15:17;03.03.2024;Sonntag;WN-OV5219
312070;2;Waiblingen Remspark;15:17;04.02.2024;Sonntag;WN-OV5219
312070;2;Waiblingen Remspark;15:17;11.02.2024;Sonntag;WN-OV5219
312070;2;Waiblingen Remspark;15:17;18.02.2024;Sonntag;WN-OV5219
312070;2;Waiblingen Remspark;15:17;25.02.2024;Sonntag;WN-OV5219
312070;2;Waiblingen Remspark;15:17;29.03.2024;Feiertag;WN-OV5219
312070;2;Waiblingen Remspark;15:17;31.03.2024;Sonntag;WN-OV5219
312070;2;Waiblingen Remspark;16:17;18.02.2024;Sonntag;WN-GW8080
312070;2;Waiblingen Remspark;16:17;29.03.2024;Feiertag;WN-E3020
312070;2;Waiblingen Remspark;16:17;31.03.2024;Sonntag;WN-E3020
312070;2;Waiblingen Remspark;17:17;18.02.2024;Sonntag;WN-GW8080
312070;2;Waiblingen Remspark;18:17;03.03.2024;Sonntag;WN-GW8080
312070;2;Waiblingen Remspark;18:17;04.02.2024;Sonntag;WN-E3020
312070;2;Waiblingen Remspark;18:17;10.03.2024;Sonntag;WN-GW8080
312070;2;Waiblingen Remspark;18:17;24.03.2024;Sonntag;WN-GW8080
312070;2;Waiblingen Remspark;18:17;25.02.2024;Sonntag;WN-E3020
312070;2;Waiblingen Remspark;19:17;03.03.2024;Sonntag;WN-GW8080
312070;2;Waiblingen Remspark;19:17;04.02.2024;Sonntag;WN-E3020
312070;2;Waiblingen Remspark;19:17;24.03.2024;Sonntag;WN-GW8080
312070;2;Waiblingen Remspark;19:17;25.02.2024;Sonntag;WN-E3020
312070;2;Waiblingen Remspark;20:17;03.03.2024;Sonntag;WN-GW8080
312070;2;Waiblingen Remspark;20:17;10.03.2024;Sonntag;WN-GW8080
312070;2;Waiblingen Remspark;20:17;24.03.2024;Sonntag;WN-GW8080
312070;2;Waiblingen Remspark;21:17;18.02.2024;Sonntag;WN-GW8080
312070;2;Waiblingen Remspark;21:17;31.03.2024;Sonntag;WN-E3020
312070;2;Waiblingen Remspark;22:17;29.03.2024;Feiertag;WN-E3020
312070;2;Waiblingen Remspark;22:17;31.03.2024;Sonntag;WN-E3020
312070;2;Waiblingen Remspark;23:17;03.03.2024;Sonntag;WN-E3020
312070;2;Waiblingen Remspark;23:17;18.02.2024;Sonntag;WN-GW8080
312070;2;Waiblingen Remspark;23:17;31.03.2024;Sonntag;WN-E3020
312070;2;Waiblingen Remspark;24:17:00;18.02.2024;Sonntag;WN-GW8080
312070;2;Waiblingen Remspark;24:17:00;29.03.2024;Feiertag;WN-E3020
312070;2;Waiblingen Remspark;24:17:00;31.03.2024;Sonntag;WN-E3020
312080;1;Waiblingen;20:35;27.03.2024;Ferien inkl. Brückentag;WN-VV5112
312090;1;GroÃŸheppach Kath. Kirche;07:19;02.02.2024;Schule;WN-D724
312090;1;GroÃŸheppach Kath. Kirche;07:19;08.03.2024;Schule;WN-D724
312090;1;GroÃŸheppach Kath. Kirche;07:19;16.01.2024;Schule;WN-D735
312090;1;GroÃŸheppach Kath. Kirche;07:19;18.03.2024;Schule;WN-D718
312090;1;GroÃŸheppach Kath. Kirche;07:19;19.03.2024;Schule;WN-D735
312090;1;GroÃŸheppach Kath. Kirche;07:19;20.03.2024;Schule;WN-D735
312090;1;GroÃŸheppach Kath. Kirche;07:19;21.02.2024;Schule;WN-D724
312090;1;GroÃŸheppach Kath. Kirche;07:19;22.03.2024;Schule;WN-D718
312090;1;GroÃŸheppach Kath. Kirche;07:19;29.01.2024;Schule;WN-D724
312090;1;GroÃŸheppach Kath. Kirche;07:19;29.02.2024;Schule;WN-D724
312090;1;Korb Seeplatz;05:39;06.03.2024;Schule;WN-D755
312090;1;Korb Seeplatz;05:39;07.03.2024;Schule;WN-D740
312090;1;Korb Seeplatz;05:39;08.02.2024;Schule;WN-D705
312090;1;Korb Seeplatz;05:39;15.03.2024;Schule;WN-D740
312090;1;Korb Seeplatz;05:39;26.03.2024;Ferien inkl. Brückentag;WN-D742
312090;1;Korb Seeplatz;05:39;28.03.2024;Ferien inkl. Brückentag;WN-D742
312090;1;Waiblingen;05:40;10.01.2024;Schule;WN-OV5020
312090;1;Waiblingen;05:40;13.02.2024;Ferien inkl. Brückentag;WN-OV540
312090;1;Waiblingen;05:40;14.02.2024;Ferien inkl. Brückentag;WN-OV540
312090;1;Waiblingen;05:40;15.02.2024;Ferien inkl. Brückentag;WN-OV540
312090;1;Waiblingen;05:40;16.02.2024;Ferien inkl. Brückentag;WN-OV540
